Id,MSSubClass,MSZoning,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,GarageCars,YrSold,SalePrice
1278,80,RL,17871,6,5,1967,1976,359,TA,1680,Y,1724,0,1724,1,TA,1,2,2009,197900
1279,60,RL,9473,8,5,2002,2002,NA,Gd,1128,Y,1128,903,2031,1,Gd,1,2,2008,237000
1280,50,C (all),7500,4,4,1920,1950,0,TA,698,Y,698,430,1128,0,TA,0,2,2010,68400
1281,20,RL,9808,7,5,2002,2002,110,Gd,1573,Y,1573,0,1573,1,Gd,0,2,2009,227000
1282,20,RL,8049,7,5,1990,1990,54,TA,1309,Y,1339,0,1339,1,TA,1,2,2006,180000
1283,20,RL,8800,5,7,1977,2008,0,TA,1040,Y,1040,0,1040,0,Gd,0,2,2009,150500
1284,90,RL,9400,6,5,1971,1971,0,TA,912,Y,912,912,1824,0,TA,0,0,2010,139000
1285,50,RL,9638,6,7,1919,1990,0,TA,804,Y,1699,748,2447,0,Gd,1,1,2010,169000
1286,50,RM,6000,6,6,1939,1950,0,TA,780,Y,825,587,1412,0,TA,1,1,2009,132500
1287,20,RL,9790,6,5,1963,1963,451,TA,1328,Y,1328,0,1328,1,TA,2,2,2010,143000
1288,20,RL,36500,5,5,1964,1964,621,TA,1624,Y,1582,0,1582,0,TA,0,2,2006,190000
1289,120,RL,5664,8,5,2000,2000,0,Gd,1501,Y,1659,0,1659,1,Ex,1,2,2009,278000
1290,60,RL,11065,8,5,2006,2006,788,Gd,1085,Y,1120,850,1970,0,Ex,1,3,2006,281000
1291,80,RL,14112,5,7,1964,1964,86,TA,1152,Y,1152,0,1152,1,TA,1,2,2010,180500
1292,160,RM,1680,5,7,1972,1972,268,TA,630,Y,630,672,1302,0,TA,0,1,2009,119500
1293,70,RM,6600,5,4,1892,1965,0,TA,994,N,1378,994,2372,0,TA,0,1,2009,107500
1294,60,RL,10140,7,5,1976,1976,0,TA,832,Y,832,832,1664,0,TA,1,2,2006,162900
1295,20,RL,8172,5,7,1955,1990,0,TA,864,Y,864,0,864,1,TA,0,2,2006,115000
1296,20,RL,8400,5,5,1968,1968,168,TA,1052,Y,1052,0,1052,1,TA,0,1,2006,138500
1297,20,RL,8700,5,6,1963,1963,148,TA,1120,Y,1128,0,1128,1,TA,0,2,2008,155000
1298,180,RM,3675,6,5,2005,2006,82,TA,547,Y,1072,0,1072,1,TA,0,2,2006,140000
1299,60,RL,63887,10,5,2008,2008,796,Ex,6110,Y,4692,950,5642,2,Ex,3,2,2008,160000
1300,20,RL,7500,5,7,1959,1994,0,TA,1246,Y,1246,0,1246,1,Gd,0,1,2010,154000
1301,60,RL,10762,7,5,1999,1999,344,Gd,978,Y,1005,978,1983,0,Gd,1,2,2009,225000
1302,70,RL,7500,6,7,1942,1950,0,TA,771,Y,753,741,1494,0,Gd,2,1,2009,177500
1303,60,RL,10120,8,5,1994,1994,391,Gd,1165,Y,1203,1323,2526,1,Gd,1,3,2006,290000
1304,20,RL,8688,7,5,2005,2005,228,Gd,1616,Y,1616,0,1616,0,Gd,0,3,2006,232000
1305,160,RM,3363,7,5,2004,2004,117,Gd,976,Y,976,732,1708,0,Gd,0,2,2006,130000
1306,20,RL,13173,9,5,2006,2007,300,Gd,1652,Y,1652,0,1652,1,Ex,2,2,2009,325000
1307,120,RL,6955,7,5,2005,2006,94,Gd,1368,Y,1368,0,1368,0,Gd,1,2,2006,202500
1308,20,RL,8072,5,5,1994,1995,0,TA,990,Y,990,0,990,1,TA,0,2,2009,138000
1309,20,RM,12000,5,7,1948,2005,0,TA,924,Y,1122,0,1122,1,Gd,0,2,2008,147000
1310,20,RL,7153,6,5,1991,1991,88,TA,1278,Y,1294,0,1294,1,Gd,0,2,2008,179200
1311,20,RL,17500,7,8,1959,2002,0,Gd,1902,Y,1902,0,1902,1,Ex,2,2,2010,335000
1312,20,RL,8814,7,5,2005,2007,80,Gd,1274,Y,1274,0,1274,1,Gd,0,2,2007,203000
1313,60,RL,9572,8,5,1990,1990,336,Gd,1453,Y,1453,1357,2810,0,Gd,1,2,2007,302000
1314,60,RL,14774,9,5,1999,1999,165,Gd,1393,Y,1422,1177,2599,0,Gd,1,3,2010,333168
1315,20,RL,8190,4,6,1954,1954,0,TA,948,Y,948,0,948,1,TA,1,1,2007,119000
1316,60,RL,11075,6,5,1969,1969,0,TA,952,Y,1092,1020,2112,0,TA,2,2,2008,206900
1317,20,RL,10226,8,5,2008,2008,270,Gd,1622,Y,1630,0,1630,1,Ex,1,3,2009,295493
1318,120,FV,4230,7,5,2006,2007,0,Gd,1352,Y,1352,0,1352,0,Gd,1,2,2007,208900
1319,20,RL,14781,8,5,2001,2002,178,Gd,1753,Y,1787,0,1787,0,Gd,1,3,2006,275000
1320,20,RL,10215,4,5,1954,1954,132,TA,864,Y,948,0,948,0,TA,0,1,2007,111000
1321,20,RL,8400,6,3,1957,1957,0,TA,1478,Y,1478,0,1478,1,TA,2,2,2009,156500
1322,20,RL,6627,3,6,1949,1950,0,TA,0,N,720,0,720,0,TA,0,1,2008,72500
1323,60,RL,10186,7,5,1992,1992,0,Gd,750,Y,1061,862,1923,1,Gd,1,2,2010,190000
1324,30,RL,5330,4,7,1940,1950,0,Fa,420,Y,708,0,708,0,Fa,0,0,2009,82500
1325,20,RL,9986,8,5,2006,2007,428,Gd,1795,Y,1795,0,1795,0,Gd,1,3,2007,147000
1326,30,RM,3636,4,4,1922,1950,0,TA,796,N,796,0,796,0,TA,0,0,2008,55000
1327,30,RH,4270,3,6,1931,2006,0,TA,544,Y,774,0,774,0,Gd,0,0,2007,79000
1328,20,RL,6600,5,9,1982,2008,0,Gd,816,Y,816,0,816,0,Gd,1,1,2008,130500
1329,50,RM,10440,6,7,1920,1950,0,Gd,1510,Y,1584,1208,2792,0,TA,2,2,2008,256000
1330,60,RL,9084,7,5,1998,1998,0,TA,935,Y,955,677,1632,0,TA,1,2,2006,176500
1331,20,RL,10000,8,5,2006,2006,410,Gd,1588,Y,1588,0,1588,0,Gd,1,3,2007,227000
1332,80,RL,10780,5,5,1976,1976,0,TA,911,Y,954,0,954,0,TA,0,2,2006,132500
1333,20,RL,8877,4,6,1938,1958,0,TA,816,Y,816,0,816,1,TA,1,1,2009,100000
1334,50,RM,7200,5,6,1938,1995,0,TA,803,Y,803,557,1360,0,Gd,0,1,2006,125500
1335,160,RM,2368,5,6,1970,1970,312,TA,765,Y,765,600,1365,0,TA,0,2,2009,125000
1336,20,RL,9650,6,5,1977,1977,360,TA,1350,Y,1334,0,1334,0,TA,1,2,2009,167900
1337,90,RL,9246,5,5,1973,1973,564,TA,1656,Y,1656,0,1656,0,TA,0,2,2008,135000
1338,30,RM,4118,4,4,1941,1950,0,TA,693,N,693,0,693,0,Fa,0,0,2006,52500
1339,60,RL,13450,7,5,2002,2002,0,Gd,916,Y,920,941,1861,1,Gd,0,2,2006,200000
1340,20,RL,9560,5,7,1972,1972,0,TA,864,Y,864,0,864,0,TA,0,1,2006,128500
1341,20,RL,8294,4,5,1971,1971,0,TA,858,Y,872,0,872,0,TA,0,4,2007,123000
1342,20,RL,13695,6,5,2003,2004,0,TA,1114,Y,1114,0,1114,1,Gd,0,2,2008,155000
1343,60,RL,9375,8,5,2002,2002,149,Gd,1284,Y,1284,885,2169,0,Gd,1,2,2007,228500
1344,50,RL,7558,6,6,1928,1950,0,TA,896,Y,1172,741,1913,0,TA,1,2,2009,177000
1345,60,RL,11103,7,5,2006,2006,0,Gd,728,Y,728,728,1456,0,Gd,1,2,2007,155835
1346,30,RM,6000,4,4,1920,1950,0,TA,960,Y,960,0,960,0,Fa,0,1,2007,108500
1347,20,RL,20781,7,7,1968,2003,0,TA,1568,Y,2156,0,2156,0,TA,1,2,2006,262500
1348,20,RL,15306,8,5,2006,2007,100,Gd,1732,Y,1776,0,1776,1,Gd,1,3,2007,283463
1349,20,RL,16196,7,5,1998,1998,0,Gd,1482,Y,1494,0,1494,1,Gd,1,2,2007,215000
1350,70,RM,5250,8,5,1872,1987,0,TA,684,N,938,1215,2358,0,TA,0,0,2008,122000
1351,90,RL,11643,5,5,1969,1969,368,TA,1248,Y,1338,1296,2634,1,TA,0,4,2009,200000
1352,60,RL,9247,6,6,1962,1962,318,TA,858,Y,858,858,1716,0,TA,1,2,2008,171000
1353,50,RM,6000,6,9,1937,2000,0,Gd,698,Y,786,390,1176,0,TA,0,2,2009,134900
1354,50,RL,14720,8,5,1995,1996,579,Gd,2033,Y,2053,1185,3238,1,Gd,1,3,2010,410000
1355,60,RL,10316,7,5,2000,2000,0,Gd,992,Y,992,873,1865,1,Gd,1,3,2008,235000
1356,80,RL,10192,7,6,1968,1992,143,TA,570,Y,1222,698,1920,0,Gd,1,2,2006,170000
1357,20,RL,9477,5,5,1966,1966,65,TA,864,Y,892,0,892,0,TA,0,1,2008,110000
1358,20,RL,12537,5,6,1971,2008,0,TA,1078,Y,1078,0,1078,1,TA,1,2,2010,149900
1359,160,FV,2117,6,5,2000,2000,216,Gd,756,Y,769,804,1573,0,Gd,0,2,2010,177500
1360,20,RL,16737,9,5,2004,2005,66,Gd,1980,Y,1980,0,1980,1,Ex,1,3,2006,315000
1361,70,RL,9842,5,6,1921,1998,0,TA,612,Y,990,1611,2601,0,TA,0,2,2008,189000
1362,20,RL,16158,7,5,2005,2005,16,Gd,1530,Y,1530,0,1530,1,Gd,1,2,2009,260000
1363,50,RL,12513,4,4,1920,2007,0,TA,715,Y,1281,457,1738,0,TA,1,1,2009,104900
1364,60,RL,8499,6,5,2006,2007,0,TA,616,Y,616,796,1412,0,Gd,1,2,2007,156932
1365,160,FV,3180,7,5,2005,2005,0,Gd,600,Y,520,600,1200,0,Gd,0,2,2006,144152
1366,60,FV,7500,7,5,2000,2000,0,Gd,814,Y,814,860,1674,1,Gd,0,2,2010,216000
1367,60,RL,9179,7,5,1999,1999,158,Gd,873,Y,882,908,1790,1,Gd,0,2,2008,193000
1368,160,RM,2665,5,6,1977,1977,0,TA,757,Y,925,550,1475,0,TA,1,1,2006,127000
1369,120,RM,4435,6,5,2003,2004,170,Gd,848,Y,848,0,848,1,Gd,0,2,2009,144000
1370,20,RL,10635,8,5,2003,2003,171,Gd,1657,Y,1668,0,1668,1,Gd,1,2,2010,232000
1371,50,RL,5400,4,6,1920,1950,0,Fa,840,Y,840,534,1374,0,TA,0,1,2009,105000
1372,80,RL,9600,6,6,1955,1996,0,TA,992,Y,1661,0,1661,1,Gd,1,1,2008,165500
1373,60,RL,9750,7,6,1998,1998,0,TA,1108,Y,1108,989,2097,1,Gd,1,2,2006,274300
1374,20,RL,11400,10,5,2001,2002,705,Ex,2633,Y,2633,0,2633,1,Ex,2,3,2007,466500
1375,60,FV,10625,7,5,2005,2005,0,Gd,1026,Y,1026,932,1958,0,Gd,1,3,2008,250000
1376,20,RL,10991,8,5,2007,2007,80,Gd,1571,Y,1571,0,1571,0,Gd,1,3,2007,239000
1377,30,RL,6292,6,5,1930,1950,0,TA,768,N,790,0,790,0,TA,0,1,2008,91000
1378,50,RL,10998,5,5,1941,1960,0,TA,984,Y,984,620,1604,0,TA,0,2,2009,117000
1379,160,RM,1953,6,5,1973,1973,408,TA,483,Y,483,504,987,0,TA,0,1,2006,83000
1380,80,RL,9735,5,5,2006,2007,0,TA,384,Y,754,640,1394,0,Gd,0,2,2008,167500
1381,30,RL,8212,3,3,1914,1950,0,TA,864,N,864,0,864,1,TA,0,1,2010,58500
1382,20,RL,12925,6,7,1970,1970,0,TA,1205,Y,2117,0,2117,0,TA,2,2,2008,237500
1383,70,RM,7200,7,7,1920,1950,0,TA,596,Y,998,764,1762,1,Gd,0,2,2006,157000
1384,30,RL,25339,5,7,1918,2007,0,TA,816,Y,1416,0,1416,0,Gd,0,2,2007,112000
1385,50,RL,9060,6,5,1939,1950,0,TA,560,Y,698,560,1258,0,TA,0,1,2009,105000
1386,50,RM,5436,4,8,1922,2007,0,TA,796,Y,796,358,1154,1,Gd,0,1,2010,125500
1387,60,RL,16692,7,5,1978,1978,184,TA,1392,Y,1392,1392,2784,1,Gd,2,2,2006,250000
1388,50,RM,8520,6,7,1916,1950,0,TA,714,N,1664,862,2526,0,Gd,1,1,2007,136000
1389,20,RL,14892,9,5,2006,2007,160,Ex,1746,Y,1746,0,1746,1,Ex,2,3,2009,377500
1390,50,RM,6000,6,6,1941,1950,0,TA,735,Y,869,349,1218,0,TA,1,2,2007,131000
1391,20,RL,9100,7,5,2000,2000,244,Gd,1525,Y,1525,0,1525,1,Gd,0,2,2006,235000
1392,90,RL,8944,5,5,1967,1967,0,TA,1584,Y,1584,0,1584,0,TA,0,3,2009,124000
1393,85,RL,7838,5,5,1967,1967,0,TA,864,Y,900,0,900,1,TA,1,1,2006,123000
1394,190,RM,10800,6,7,1905,2000,0,TA,482,N,1221,691,1912,0,TA,1,2,2008,163000
1395,120,RL,4045,7,5,2006,2006,45,Gd,1356,Y,1500,0,1500,1,Gd,1,3,2006,246578
1396,60,RL,12665,8,5,2005,2006,245,Gd,1094,Y,1133,1349,2482,0,Gd,1,3,2007,281213
1397,20,RL,57200,5,5,1948,1950,0,TA,747,Y,1687,0,1687,1,TA,2,2,2010,160000
1398,70,RM,6120,5,8,1920,2004,0,TA,939,Y,939,574,1513,0,TA,0,1,2007,137500
1399,50,RL,7200,5,4,1950,1982,0,TA,1208,Y,1136,768,1904,1,TA,0,1,2009,138000
1400,50,RL,6171,6,6,1925,1990,0,TA,976,Y,1160,448,1608,0,Gd,1,1,2009,137450
1401,50,RM,6000,6,7,1929,1950,0,TA,862,Y,950,208,1158,0,TA,1,1,2008,120000
1402,60,RL,7415,6,5,2004,2004,0,TA,839,Y,864,729,1593,1,TA,1,2,2008,193000
1403,20,RL,6762,7,5,2006,2006,0,Gd,1286,Y,1294,0,1294,0,Gd,1,2,2006,193879
1404,20,RL,15256,8,5,2007,2007,84,Gd,1485,Y,1464,0,1464,1,Gd,0,3,2007,282922
1405,50,RL,10410,3,4,1915,1950,0,TA,672,Y,694,520,1214,0,TA,0,3,2006,105000
1406,120,RM,3842,8,5,2004,2005,174,Gd,1594,Y,1646,0,1646,1,Gd,1,2,2008,275000
1407,85,RL,8445,5,7,1972,2007,0,TA,768,Y,768,0,768,1,TA,0,2,2009,133000
1408,20,RL,8780,5,5,1985,1985,0,TA,833,Y,833,0,833,1,TA,0,0,2009,112000
1409,70,RM,7740,4,7,1910,1950,0,TA,622,Y,741,622,1363,0,TA,0,2,2010,125500
1410,60,RL,20544,7,6,1986,1991,123,TA,791,Y,1236,857,2093,0,TA,1,2,2008,215000
1411,60,RL,12420,7,5,2001,2001,0,Gd,944,Y,944,896,1840,1,Gd,0,2,2009,230000
1412,50,RL,9600,6,8,1950,2005,0,TA,856,Y,1112,556,1668,0,TA,0,1,2009,140000
1413,90,RL,7200,4,5,1949,1950,0,TA,0,N,1040,0,1040,0,TA,0,2,2009,90000
1414,20,RL,10994,8,5,2005,2006,366,Gd,1844,Y,1844,0,1844,1,Gd,1,2,2009,257000
1415,50,RL,13053,6,7,1923,2000,0,TA,833,Y,1053,795,1848,0,Gd,1,2,2008,207000
1416,120,RL,3635,7,5,2007,2007,130,Gd,1386,Y,1569,0,1569,0,Gd,1,3,2009,175900
1417,190,RM,11340,4,6,1885,1950,0,TA,777,Y,1246,1044,2290,0,TA,0,2,2010,122500
1418,60,RL,16545,8,5,1998,1998,731,Gd,1284,Y,1310,1140,2450,1,Gd,1,3,2009,340000
1419,20,RL,9204,5,5,1963,1963,0,TA,1144,Y,1144,0,1144,1,TA,0,1,2008,124000
1420,20,RL,16381,6,5,1969,1969,312,Gd,1844,Y,1844,0,1844,1,Gd,1,2,2006,223000
1421,60,RL,11700,6,6,1968,1968,420,TA,708,Y,708,708,1416,0,TA,1,2,2006,179900
1422,120,RL,4043,6,5,1977,1977,0,TA,1069,Y,1069,0,1069,0,TA,1,2,2010,127500
1423,120,RM,4435,6,5,2003,2003,170,Gd,848,Y,848,0,848,1,Gd,0,2,2008,136500
1424,80,RL,19690,6,7,1966,1966,0,Gd,697,Y,1575,626,2201,0,Gd,1,2,2006,274970
1425,20,RL,9503,5,5,1958,1983,0,TA,1024,Y,1344,0,1344,1,TA,1,1,2007,144000
1426,20,RL,10721,6,6,1959,1959,243,Gd,1252,Y,1252,0,1252,0,Gd,0,2,2008,142000
1427,60,RL,10944,7,5,1994,1994,448,Gd,1223,Y,1223,904,2127,1,Gd,2,2,2008,271000
1428,50,RL,10930,5,6,1945,1950,0,TA,913,Y,1048,510,1558,1,TA,1,1,2008,140000
1429,30,RM,7200,5,7,1940,1992,294,TA,788,Y,804,0,804,1,Gd,2,1,2010,119000
1430,20,RL,12546,6,7,1981,1981,310,Gd,1440,Y,1440,0,1440,0,Gd,1,2,2007,182900
1431,60,RL,21930,5,5,2005,2005,0,Gd,732,Y,734,1104,1838,0,TA,1,2,2006,192140
1432,120,RL,4928,6,6,1976,1976,0,TA,958,Y,958,0,958,0,TA,0,2,2009,143750
1433,30,RL,10800,4,6,1927,2007,0,TA,656,Y,968,0,968,0,TA,0,1,2007,64500
1434,60,RL,10261,6,5,2000,2000,318,TA,936,Y,962,830,1792,1,TA,1,2,2008,186500
1435,20,RL,17400,5,5,1977,1977,0,TA,1126,Y,1126,0,1126,1,TA,1,2,2006,160000
1436,20,RL,8400,6,9,1962,2005,237,Gd,1319,Y,1537,0,1537,1,Gd,1,2,2008,174000
1437,20,RL,9000,4,6,1971,1971,0,TA,864,Y,864,0,864,0,TA,0,2,2007,120500
1438,20,RL,12444,8,5,2008,2008,426,Ex,1932,Y,1932,0,1932,1,Ex,1,3,2008,394617
1439,20,RM,7407,6,7,1957,1996,0,TA,912,Y,1236,0,1236,1,TA,0,2,2010,149700
1440,60,RL,11584,7,6,1979,1979,96,TA,539,Y,1040,685,1725,0,TA,1,2,2007,197000
1441,70,RL,11526,6,7,1922,1994,0,TA,588,Y,1423,748,2555,0,TA,1,2,2008,191000
1442,120,RM,4426,6,5,2004,2004,147,Gd,848,Y,848,0,848,1,Gd,1,2,2008,149300
1443,60,FV,11003,10,5,2008,2008,160,Ex,1017,Y,1026,981,2007,1,Ex,1,3,2009,310000
1444,30,RL,8854,6,6,1916,1950,0,TA,952,N,952,0,952,0,Fa,1,1,2009,121000
1445,20,RL,8500,7,5,2004,2004,106,Gd,1422,Y,1422,0,1422,0,Gd,0,2,2007,179600
1446,85,RL,8400,6,5,1966,1966,0,TA,814,Y,913,0,913,1,TA,0,1,2007,129000
1447,20,RL,26142,5,7,1962,1962,189,TA,1188,Y,1188,0,1188,0,TA,0,1,2010,157900
1448,60,RL,10000,8,5,1995,1996,438,Gd,1220,Y,1220,870,2090,1,Gd,1,2,2007,240000
1449,50,RL,11767,4,7,1910,2000,0,TA,560,N,796,550,1346,0,TA,0,1,2007,112000
1450,180,RM,1533,5,7,1970,1970,0,TA,630,Y,630,0,630,1,Ex,0,0,2006,92000
1451,90,RL,9000,5,5,1974,1974,0,TA,896,Y,896,896,1792,0,TA,0,0,2009,136000
1452,20,RL,9262,8,5,2008,2009,194,Gd,1573,Y,1578,0,1578,0,Ex,1,3,2009,287090
1453,180,RM,3675,5,5,2005,2005,80,TA,547,Y,1072,0,1072,1,TA,0,2,2006,145000
1454,20,RL,17217,5,5,2006,2006,0,TA,1140,Y,1140,0,1140,0,TA,0,0,2006,84500
1455,20,FV,7500,7,5,2004,2005,0,Gd,1221,Y,1221,0,1221,1,Gd,0,2,2009,185000
1456,60,RL,7917,6,5,1999,2000,0,TA,953,Y,953,694,1647,0,TA,1,2,2007,175000
1457,20,RL,13175,6,6,1978,1988,119,TA,1542,Y,2073,0,2073,1,TA,2,2,2010,210000
1458,70,RL,9042,7,9,1941,2006,0,Ex,1152,Y,1188,1152,2340,0,Gd,2,1,2010,266500
1459,20,RL,9717,5,6,1950,1996,0,TA,1078,Y,1078,0,1078,1,Gd,0,1,2010,142125
1460,20,RL,9937,5,6,1965,1965,0,Gd,1256,Y,1256,0,1256,1,TA,0,1,2008,147500
